Miscare,Scor,Password
L34,37,5253
R63,0,5254
L80,20,5254
R80,0,5255
L398,2,5258
R98,0,5259
L80,20,5259
L73,47,5260
L76,71,5261
R17,88,5261
L67,21,5261
L32,89,5262
L85,4,5262
L88,16,5263
L13,3,5263
R48,51,5263
R816,67,5271
L19,48,5271
R52,0,5272
L85,15,5272
L19,96,5273
L406,90,5277
L12,78,5277
R45,23,5278
L914,9,5287
R35,44,5287
R56,0,5288
R35,35,5288
L72,63,5289
R917,80,5298
L4,76,5298
L897,79,5307
R626,5,5314
R95,0,5315
R48,48,5315
R102,50,5316
L50,0,5317
R44,44,5317
L997,47,5327
L647,0,5334
R72,72,5334
L72,0,5335
L81,19,5335
R81,0,5336
L32,68,5336
R52,20,5337
R687,7,5344
R363,70,5347
R80,50,5348
R48,98,5348
R65,63,5349
R50,13,5350
L95,18,5351
R82,0,5352
R1,1,5352
R99,0,5353
L11,89,5353
L40,49,5353
R51,0,5354
L94,6,5354
L6,0,5355
R206,6,5357
R33,39,5357
L78,61,5358
L73,88,5359
L566,22,5364
L91,31,5365
R53,84,5365
R42,26,5366
R686,12,5373
L12,0,5374
R44,44,5374
R19,63,5374
R37,0,5375
L79,21,5375
R93,14,5376
R86,0,5377
L711,89,5384
R11,0,5385
L731,69,5392
R59,28,5393
L21,7,5393
L807,0,5402
L371,29,5405
L229,0,5408
L72,28,5408
R72,0,5409
L31,69,5409
L20,49,5409
R78,27,5410
R35,62,5410
L97,65,5411
L85,80,5412
R42,22,5413
R37,59,5413
L59,0,5414
R77,77,5414
R23,0,5415
L20,80,5415
L280,0,5418
R48,48,5418
L75,73,5419
R603,76,5425
R29,5,5426
L298,7,5429
R80,87,5429
L67,20,5429
R30,50,5429
R12,62,5429
L14,48,5429
R581,29,5435
R71,0,5436
R66,66,5436
L32,34,5436
L453,81,5441
R27,8,5442
L8,0,5443
R8,8,5443
L39,69,5444
R31,0,5445
L787,13,5452
L13,0,5453
R50,50,5453
R50,0,5454
L84,16,5454
R60,76,5454
R49,25,5455
L25,0,5456
L99,1,5456
R993,94,5465
L542,52,5470
L52,0,5471
L29,71,5471
L71,0,5472
L46,54,5472
L43,11,5472
R7,18,5472
L32,86,5473
L91,95,5474
L59,36,5474
L1,35,5474
L11,24,5474
R3,27,5474
L47,80,5475
R120,0,5477
L41,59,5477
R841,0,5486
R1,1,5486
L457,44,5491
R48,92,5491
R608,0,5498
R10,10,5498
L10,0,5499
R34,34,5499
L5,29,5499
R71,0,5500
R563,63,5505
L95,68,5506
L51,17,5506
R83,0,5507
L83,17,5507
L17,0,5508
L28,72,5508
R50,22,5509
R15,37,5509
L37,0,5510
L267,33,5512
L63,70,5513
L689,81,5520
R72,53,5521
L4,49,5521
L73,76,5522
L176,0,5524
L93,7,5524
L62,45,5525
L45,0,5526
R32,32,5526
R236,68,5528
R732,0,5536
R2,2,5536
R62,64,5536
R36,0,5537
L913,87,5546
L49,38,5546
R62,0,5547
L324,76,5550
L76,0,5551
R61,61,5551
R839,0,5560
R69,69,5560
L853,16,5568
R52,68,5568
R26,94,5568
L94,0,5569
R32,32,5569
L70,62,5570
R23,85,5570
L98,87,5571
R13,0,5572
L30,70,5572
R21,91,5572
R419,10,5577
L210,0,5580
L98,2,5580
R35,37,5580
L237,0,5583
L54,46,5583
L643,3,5589
L94,9,5590
R392,1,5594
R4,5,5594
L5,0,5595
L39,61,5595
L41,20,5595
L20,0,5596
L48,52,5596
L46,6,5596
L6,0,5597
R944,44,5606
R5,49,5606
R34,83,5606
R17,0,5607
R33,33,5607
R91,24,5608
R31,55,5608
R325,80,5611
L80,0,5612
R14,14,5612
R54,68,5612
R936,4,5622
R96,0,5623
R442,42,5627
L797,45,5635
L22,23,5635
L723,0,5643
R30,30,5643
R70,0,5644
L760,40,5651
R51,91,5651
R9,0,5652
R434,34,5656
L376,58,5660
R31,89,5660
L76,13,5660
L22,91,5661
R9,0,5662
R32,32,5662
L144,88,5664
L30,58,5664
R689,47,5671
L4,43,5671
L94,49,5672
R66,15,5673
L658,57,5680
L69,88,5681
R86,74,5682
R66,40,5683
R78,18,5684
R422,40,5688
R23,63,5688
R37,0,5689
L43,57,5689
L2,55,5689
L52,3,5689
L19,84,5690
L85,99,5691
R88,87,5692
R813,0,5701
R28,28,5701
R69,97,5701
L97,0,5702
L43,57,5702
L47,10,5702
L440,70,5707
R60,30,5708
L30,0,5709
L17,83,5709
L22,61,5709
R72,33,5710
R67,0,5711
L21,79,5711
L610,69,5717
R78,47,5718
L47,0,5719
L64,36,5719
R164,0,5721
R49,49,5721
R51,0,5722
R1,1,5722
L401,0,5727
R67,67,5727
R36,3,5728
R32,35,5728
L915,20,5737
L870,50,5746
R49,99,5746
R1,0,5747
L70,30,5747
R470,0,5752
R305,5,5755
L72,33,5756
L70,63,5757
L63,0,5758
R26,26,5758
R94,20,5759
L791,29,5767
L9,20,5767
R12,32,5767
L278,54,5770
L854,0,5779
L52,48,5779
L10,38,5779
L68,70,5780
L1,69,5780
L69,0,5781
R711,11,5788
R26,37,5788
L85,52,5789
L5,47,5789
L147,0,5791
L52,48,5791
R72,20,5792
L9,11,5792
L11,0,5793
R42,42,5793
R68,10,5794
L10,0,5795
L49,51,5795
L21,30,5795
R74,4,5796
R67,71,5796
R65,36,5797
R90,26,5798
R74,0,5799
R305,5,5802
R58,63,5802
L43,20,5802
R68,88,5802
R39,27,5803
L24,3,5803
L3,0,5804
R30,30,5804
L30,0,5805
L6,94,5805
L894,0,5814
L98,2,5814
R98,0,5815
R19,19,5815
L99,20,5816
L167,53,5818
L53,0,5819
L87,13,5819
L99,14,5820
R312,26,5823
R20,46,5823
L58,88,5824
L88,0,5825
R95,95,5825
R5,0,5826
L60,40,5826
L8,32,5826
R87,19,5827
L82,37,5828
L59,78,5829
R22,0,5830
R8,8,5830
L8,0,5831
R49,49,5831
L35,14,5831
R86,0,5832
R75,75,5832
R43,18,5833
R82,0,5834
L718,82,5841
R11,93,5841
L99,94,5842
L61,33,5842
R67,0,5843
L10,90,5843
L190,0,5845
R47,47,5845
L92,55,5846
L55,0,5847
R18,18,5847
R16,34,5847
L64,70,5848
R44,14,5849
R93,7,5850
L7,0,5851
L35,65,5851
R635,0,5858
R92,92,5858
L35,57,5858
L395,62,5862
R738,0,5870
R97,97,5870
L97,0,5871
L35,65,5871
R50,15,5872
L815,0,5881
L65,35,5881
R23,58,5881
R59,17,5882
L817,0,5891
L8,92,5891
L83,9,5891
L29,80,5892
R504,84,5897
L84,0,5898
L85,15,5898
R81,96,5898
R324,20,5902
L70,50,5903
R650,0,5910
L123,77,5911
R23,0,5912
R51,51,5912
L82,69,5913
L69,0,5914
L814,86,5922
R630,16,5929
L79,37,5930
L14,23,5930
L50,73,5931
R35,8,5932
R992,0,5942
L796,4,5949
L63,41,5950
L41,0,5951
L75,25,5951
L72,53,5952
R447,0,5957
R431,31,5961
L20,11,5961
R29,40,5961
L40,0,5962
L55,45,5962
R885,30,5971
L47,83,5972
R17,0,5973
R11,11,5973
R89,0,5974
R70,70,5974
L70,0,5975
R27,27,5975
L387,40,5979
L40,0,5980
R59,59,5980
R65,24,5981
L72,52,5982
L41,11,5982
L88,23,5983
L670,53,5990
L41,12,5990
R88,0,5991
L123,77,5992
L861,16,6000
L164,52,6002
R10,62,6002
R583,45,6008
L470,75,6013
L64,11,6013
L72,39,6014
R84,23,6015
R14,37,6015
R63,0,6016
R34,34,6016
R70,4,6017
L4,0,6018
L718,82,6025
L63,19,6025
R181,0,6027
R70,70,6027
R3,73,6027
L24,49,6027
L39,10,6027
L210,0,6030
L97,3,6030
L76,27,6031
R21,48,6031
R68,16,6032
L16,0,6033
L75,25,6033
R975,0,6043
L62,38,6043
L93,45,6044
L45,0,6045
L24,76,6045
R6,82,6045
L91,91,6046
L891,0,6055
L31,69,6055
L213,56,6057
L42,14,6057
R28,42,6057
R31,73,6057
L21,52,6057
R80,32,6058
L32,0,6059
R51,51,6059
R49,0,6060
R21,21,6060
L21,0,6061
L51,49,6061
R81,30,6062
R80,10,6063
R79,89,6063
R11,0,6064
L74,26,6064
R909,35,6073
R65,0,6074
R53,53,6074
R46,99,6074
R1,0,6075
R59,59,6075
L163,96,6077
L811,85,6085
R423,8,6090
R26,34,6090
R25,59,6090
L82,77,6091
R723,0,6099
R38,38,6099
R683,21,6106
R779,0,6114
L20,80,6114
R57,37,6115
L13,24,6115
R176,0,6117
L57,43,6117
L74,69,6118
R164,33,6120
L33,0,6121
R48,48,6121
L19,29,6121
R13,42,6121
L11,31,6121
L931,0,6131
R835,35,6139
L49,86,6140
L786,0,6148
L26,74,6148
L10,64,6148
L92,72,6149
L80,92,6150
L69,23,6150
R37,60,6150
R74,34,6151
L34,0,6152
L77,23,6152
L57,66,6153
R527,93,6158
L593,0,6164
R359,59,6167
L78,81,6168
L69,12,6168
L2,10,6168
R90,0,6169
L7,93,6169
L93,0,6170
R10,10,6170
R550,60,6175
R89,49,6176
R73,22,6177
R178,0,6179
R26,26,6179
R74,0,6180
R15,15,6180
L3,12,6180
L523,89,6186
L28,61,6186
L619,42,6192
R57,99,6192
R37,36,6193
L236,0,6196
L74,26,6196
L26,0,6197
R87,87,6197
R55,42,6198
R20,62,6198
R38,0,6199
L98,2,6199
L97,5,6200
R88,93,6200
R552,45,6206
L7,38,6206
R86,24,6207
L84,40,6208
R148,88,6209
R21,9,6210
L92,17,6211
R97,14,6212
L14,0,6213
R8,8,6213
L15,93,6214
R5,98,6214
R66,64,6215
R427,91,6219
L79,12,6219
L45,67,6220
R33,0,6221
R29,29,6221
L61,68,6222
L11,57,6222
L91,66,6223
L780,86,6231
L86,0,6232
L72,28,6232
L28,0,6233
R76,76,6233
R93,69,6234
L34,35,6234
R865,0,6243
L47,53,6243
L53,0,6244
R55,55,6244
L589,66,6250
R34,0,6251
R30,30,6251
R47,77,6251
R43,20,6252
R80,0,6253
R70,70,6253
R30,0,6254
R257,57,6256
R637,94,6262
R14,8,6263
R4,12,6263
L502,10,6268
L810,0,6277
L70,30,6277
R84,14,6278
L4,10,6278
R48,58,6278
R6,64,6278
L56,8,6278
R20,28,6278
L31,97,6279
L46,51,6279
R149,0,6281
L98,2,6281
L102,0,6283
R63,63,6283
L78,85,6284
R46,31,6285
L73,58,6286
L16,42,6286
L42,0,6287
R37,37,6287
L337,0,6291
R92,92,6291
R68,60,6292
L29,31,6292
R92,23,6293
L289,34,6296
L34,0,6297
R48,48,6297
L9,39,6297
L239,0,6300
L23,77,6300
R385,62,6304
L82,80,6305
R20,0,6306
R24,24,6306
R76,0,6307
L413,87,6311
R13,0,6312
R38,38,6312
L93,45,6313
R55,0,6314
L99,1,6314
L1,0,6315
R75,75,6315
R91,66,6316
L542,24,6321
L24,0,6322
L22,78,6322
L78,0,6323
L68,32,6323
R277,9,6326
L91,18,6327
R38,56,6327
R26,82,6327
L82,0,6328
L55,45,6328
L33,12,6328
L770,42,6336
L77,65,6337
L65,0,6338
L55,45,6338
R83,28,6339
L60,68,6340
R368,36,6344
L36,0,6345
L614,86,6351
R92,78,6352
L27,51,6352
L51,0,6353
R15,15,6353
L45,70,6354
R30,0,6355
L435,65,6359
L723,42,6366
R75,17,6367
R601,18,6373
L18,0,6374
R60,60,6374
R98,58,6375
R46,4,6376
L4,0,6377
L70,30,6377
R78,8,6378
R51,59,6378
R692,51,6385
L151,0,6387
R38,38,6387
R16,54,6387
R46,0,6388
R27,27,6388
R61,88,6388
L5,83,6388
R38,21,6389
R435,56,6393
R10,66,6393
L66,0,6394
R54,54,6394
R20,74,6394
R526,0,6400
R41,41,6400
R44,85,6400
L34,51,6400
R94,45,6401
L245,0,6404
R65,65,6404
L75,90,6405
R769,59,6413
L75,84,6414
R16,0,6415
L19,81,6415
L81,0,6416
R91,91,6416
R9,0,6417
R70,70,6417
L70,0,6418
R54,54,6418
L396,58,6422
R247,5,6425
L30,75,6426
L81,94,6427
R606,0,6434
R7,7,6434
L7,0,6435
R6,6,6435
R2,8,6435
L564,44,6441
L25,19,6441
R15,34,6441
L65,69,6442
L69,0,6443
L78,22,6443
L93,29,6444
R358,87,6447
R674,61,6454
L61,0,6455
L15,85,6455
L153,32,6456
L32,0,6457
L33,67,6457
L67,0,6458
L51,49,6458
L82,67,6459
R35,2,6460
R44,46,6460
R54,0,6461
L66,34,6461
L498,36,6466
R64,0,6467
L44,56,6467
L92,64,6468
R26,90,6468
R10,0,6469
L73,27,6469
R46,73,6469
L73,0,6470
L41,59,6470
L61,98,6471
L98,0,6472
R507,7,6477
L7,0,6478
L76,24,6478
R88,12,6479
L31,81,6480
R4,85,6480
R37,22,6481
L22,0,6482
L4,96,6482
R404,0,6487
R74,74,6487
R78,52,6488
R48,0,6489
R49,49,6489
L49,0,6490
L53,47,6490
L91,56,6491
R44,0,6492
R27,27,6492
R73,0,6493
L75,25,6493
R75,0,6494
R77,77,6494
R51,28,6495
R7,35,6495
R16,51,6495
L932,19,6504
R50,69,6504
L69,0,6505
R8,8,6505
R92,0,6506
L21,79,6506
L872,7,6514
R318,25,6517
L325,0,6521
L98,2,6521
L70,32,6522
R7,39,6522
R36,75,6522
R53,28,6523
R72,0,6524
L580,20,6529
L20,0,6530
L90,10,6530
R88,98,6530
R57,55,6531
L55,0,6532
R89,89,6532
R5,94,6532
L715,79,6539
R28,7,6540
L7,0,6541
R50,50,6541
L50,0,6542
R8,8,6542
R92,0,6543
L87,13,6543
L764,49,6551
R26,75,6551
L75,0,6552
R4,4,6552
L65,39,6553
R61,0,6554
L14,86,6554
L25,61,6554
L50,11,6554
R89,0,6555
R70,70,6555
R30,0,6556
L26,74,6556
L74,0,6557
L63,37,6557
R1,38,6557
R342,80,6560
L80,0,6561
L94,6,6561
R94,0,6562
L29,71,6562
L492,79,6567
L28,51,6567
R52,3,6568
L86,17,6569
L75,42,6570
L50,92,6571
R732,24,6579
L24,0,6580
L61,39,6580
R21,60,6580
L60,0,6581
L836,64,6589
R43,7,6590
L75,32,6591
R80,12,6592
R52,64,6592
R36,0,6593
R323,23,6596
L40,83,6597
R22,5,6598
L80,25,6599
R7,32,6599
R60,92,6599
R51,43,6600
L7,36,6600
R16,52,6600
L57,95,6601
R5,0,6602
R20,20,6602
R279,99,6604
R1,0,6605
L64,36,6605
L271,65,6608
R68,33,6609
L80,53,6610
R78,31,6611
L31,0,6612
L80,20,6612
R7,27,6612
L94,33,6613
L77,56,6614
R402,58,6618
L4,54,6618
L254,0,6621
R585,85,6626
R72,57,6627
L943,14,6636
R86,0,6637
R203,3,6639
R581,84,6644
L18,66,6644
R123,89,6645
L289,0,6648
L64,36,6648
L96,40,6649
R60,0,6650
L59,41,6650
R59,0,6651
R25,25,6651
R66,91,6651
L37,54,6651
L754,0,6659
R91,91,6659
R90,81,6660
R77,58,6661
R77,35,6662
L16,19,6662
L19,0,6663
R75,75,6663
R25,0,6664
L64,36,6664
R39,75,6664
R25,0,6665
L54,46,6665
L63,83,6666
L63,20,6666
L196,24,6668
L86,38,6669
R133,71,6670
R16,87,6670
R41,28,6671
R869,97,6679
R3,0,6680
L80,20,6680
R80,0,6681
R46,46,6681
R63,9,6682
L67,42,6683
R80,22,6684
L35,87,6685
R515,2,6691
R71,73,6691
L7,66,6691
R34,0,6692
L27,73,6692
L2,71,6692
R65,36,6693
R69,5,6694
L59,46,6695
R58,4,6696
L7,97,6697
R92,89,6698
L87,2,6698
R44,46,6698
L46,0,6699
R36,36,6699
R26,62,6699
L36,26,6699
L26,0,6700
R79,79,6700
L67,12,6700
L55,57,6701
R82,39,6702
R33,72,6702
L72,0,6703
L1,99,6703
L99,0,6704
R22,22,6704
L22,0,6705
L20,80,6705
L75,5,6705
R95,0,6706
L37,63,6706
R61,24,6707
R64,88,6707
L88,0,6708
L44,56,6708
R44,0,6709
R59,59,6709
R82,41,6710
R19,60,6710
R62,22,6711
L47,75,6712
R25,0,6713
L42,58,6713
R28,86,6713
L74,12,6713
L24,88,6714
R82,70,6715
L70,0,6716
L27,73,6716
R91,64,6717
L67,97,6718
L77,20,6718
R89,9,6719
R91,0,6720
R1,1,6720
R79,80,6720
L93,87,6721
L53,34,6721
R66,0,6722
L12,88,6722
R34,22,6723
L50,72,6724
L9,63,6724
L1,62,6724
L43,19,6724
L32,87,6725
L13,74,6725
R17,91,6725
R14,5,6726
R43,48,6726
R40,88,6726
L4,84,6726
R29,13,6727
L31,82,6728
L24,58,6728
L6,52,6728
L24,28,6728
R29,57,6728
L8,49,6728
L19,30,6728
R12,42,6728
L18,24,6728
R7,31,6728
R4,35,6728
L36,99,6729
R4,3,6730
R5,8,6730
L35,73,6731
R12,85,6731
L45,40,6731
R39,79,6731
R29,8,6732
L36,72,6733
R3,75,6733
L11,64,6733
R23,87,6733
L22,65,6733
L41,24,6733
R14,38,6733
R26,64,6733
L30,34,6733
L47,87,6734
R40,27,6735
L37,90,6736
R24,14,6737
R32,46,6737
R28,74,6737
L44,30,6737
L47,83,6738
R9,92,6738
