Miscare,Scor,Password
L719,38,5802
R19,57,5802
L67,90,5803
L82,26,5804
L62,64,5805
L89,75,5806
L79,96,5807
R77,73,5808
L51,71,5809
R933,4,5819
R72,76,5819
R19,95,5819
L34,61,5819
R63,24,5820
L80,44,5821
R80,24,5822
L398,26,5826
R98,24,5827
L80,44,5828
L73,71,5829
L76,95,5830
R17,12,5831
L67,45,5832
L32,81,5833
L85,96,5834
L88,20,5835
L13,94,5836
R48,42,5837
R816,58,5845
L19,39,5845
R52,91,5845
L85,21,5846
L19,83,5847
L406,77,5851
L12,65,5851
R45,10,5852
L914,96,5862
R35,31,5863
R56,87,5863
R35,22,5864
L72,50,5865
R917,67,5874
L4,63,5874
L897,66,5883
R626,92,5889
R95,87,5890
R48,35,5891
R102,37,5892
L50,87,5893
R44,31,5894
L997,34,5904
L647,87,5911
R72,59,5912
L72,87,5913
L81,25,5914
R81,6,5915
L32,74,5916
R52,26,5917
R687,13,5924
R363,76,5927
R80,56,5928
R48,4,5929
R65,69,5929
R50,19,5930
L95,24,5931
R82,6,5932
R1,7,5932
R99,6,5933
L11,95,5934
L40,55,5934
R51,6,5935
L94,12,5936
L6,0,5937
R206,6,5939
R33,39,5939
L78,61,5940
L73,88,5941
L566,56,5947
L91,65,5948
R53,18,5949
R42,60,5949
R686,46,5956
L12,34,5956
R44,78,5956
R19,97,5956
R37,34,5957
L79,55,5958
R93,48,5959
R86,34,5960
L711,23,5967
R11,34,5967
L731,72,5975
R59,31,5976
L21,89,5977
L807,82,5985
L371,40,5989
L229,82,5992
L72,38,5993
R72,10,5994
L31,79,5995
L20,59,5995
R78,37,5996
R35,72,5996
L97,75,5997
L85,90,5998
R42,32,5999
R37,69,5999
L59,51,6000
R77,28,6001
R23,51,6001
L20,31,6001
L280,51,6004
R48,99,6004
L75,49,6005
R603,52,6011
R29,81,6011
L298,83,6014
R80,63,6015
L67,96,6016
R30,26,6017
R12,38,6017
L14,24,6017
R581,5,6023
R71,76,6023
R66,42,6024
L32,78,6025
L453,72,6030
R27,99,6030
L8,91,6030
R8,99,6030
L39,60,6030
R31,91,6030
L787,17,6038
L13,91,6039
R50,41,6040
R50,91,6040
L84,23,6041
R60,83,6041
R49,32,6042
L25,82,6043
L99,83,6044
R993,76,6054
L542,92,6060
L52,88,6061
L29,59,6061
L71,88,6062
L46,96,6063
L43,53,6063
R7,60,6063
L32,96,6064
L91,14,6065
L59,55,6066
L1,54,6066
L11,43,6066
R3,46,6066
L47,99,6067
R120,19,6069
L41,78,6070
R841,19,6079
R1,20,6079
L457,63,6084
R48,11,6085
R608,19,6091
R10,29,6091
L10,19,6091
R34,53,6091
L5,48,6091
R71,19,6092
R563,82,6097
L95,87,6098
L51,85,6099
R83,68,6100
L83,85,6101
L17,68,6101
L28,40,6101
R50,90,6101
R15,5,6102
L37,68,6103
L267,34,6106
L63,71,6107
L689,82,6114
R72,54,6115
L4,50,6115
L73,77,6116
L176,25,6118
L93,32,6119
L62,70,6120
L45,80,6121
R32,12,6122
R236,48,6124
R732,80,6131
R2,82,6131
R62,44,6132
R36,80,6132
L913,67,6141
L49,69,6142
R62,31,6143
L324,83,6147
L76,31,6148
R61,92,6148
R839,31,6157
R69,0,6158
L853,94,6167
R52,46,6168
R26,72,6168
L94,78,6169
R32,10,6170
L70,40,6171
R23,63,6171
L98,65,6172
R13,78,6172
L30,48,6172
R21,69,6172
R419,88,6176
L210,78,6178
L98,80,6179
R35,15,6180
L237,78,6183
L54,70,6184
L643,84,6191
L94,90,6192
R392,82,6196
R4,86,6196
L5,81,6196
L39,42,6196
L41,60,6197
L20,40,6197
L48,92,6198
L46,0,6199
L6,88,6199
R944,32,6209
R5,37,6209
R34,71,6209
R17,88,6209
R33,21,6210
R91,12,6211
R31,43,6211
R325,68,6214
L80,88,6215
R14,2,6216
R54,56,6216
R936,92,6225
R96,88,6226
R442,30,6231
L797,33,6239
L22,89,6240
L723,66,6247
R30,96,6247
R70,66,6248
L760,46,6256
R51,97,6256
R9,6,6257
R434,40,6261
L376,64,6265
R31,95,6265
L76,43,6266
L22,99,6267
R9,8,6268
R32,40,6268
L144,96,6270
L30,66,6270
R689,55,6277
L4,51,6277
L94,57,6278
R66,23,6279
L658,65,6286
L69,96,6287
R86,82,6288
R66,48,6289
R78,26,6290
R422,48,6294
R23,71,6294
R37,8,6295
L43,65,6296
L2,63,6296
L52,59,6297
L19,40,6297
L85,55,6298
R88,43,6299
R813,56,6307
R28,84,6307
R69,53,6308
L97,56,6309
L43,70,6310
L47,76,6311
L440,96,6316
R60,56,6317
L30,96,6318
L17,79,6318
L22,57,6318
R72,29,6319
R67,96,6319
L21,75,6319
L610,65,6325
R78,43,6326
L47,96,6327
L64,68,6328
R164,32,6330
R49,81,6330
R51,32,6331
R1,33,6331
L401,32,6335
R67,99,6335
R36,35,6336
R32,67,6336
L915,52,6345
L870,82,6354
R49,31,6355
R1,32,6355
L70,62,6356
R470,32,6361
R305,37,6364
L72,65,6365
L70,95,6366
L63,69,6367
R26,95,6367
R94,89,6368
L791,98,6376
L9,89,6376
R12,1,6377
L278,23,6380
L854,69,6389
L52,65,6390
L10,55,6390
L68,87,6391
L1,86,6391
L69,48,6392
R711,59,6399
R26,85,6399
L85,0,6400
L5,90,6400
L147,96,6402
L52,92,6403
R72,64,6404
L9,55,6404
L11,44,6404
R42,86,6404
R68,54,6405
L10,44,6405
L49,95,6406
L21,74,6406
R74,48,6407
R67,15,6408
R65,80,6408
R90,70,6409
R74,44,6410
R305,49,6413
R58,7,6414
L43,64,6415
R68,32,6416
R39,71,6416
L24,47,6416
L3,44,6416
R30,74,6416
L30,44,6416
L6,38,6416
L894,44,6425
L98,46,6426
R98,44,6427
R19,63,6427
L99,64,6428
L167,97,6430
L53,91,6431
L87,17,6432
L99,18,6433
R312,30,6436
R20,50,6436
L58,92,6437
L88,16,6438
R95,11,6439
R5,16,6439
L60,56,6440
L8,48,6440
R87,35,6441
L82,53,6442
L59,94,6443
R22,16,6444
R8,24,6444
L8,16,6444
R49,65,6444
L35,95,6445
R86,81,6446
R75,56,6447
R43,99,6447
R82,81,6448
L718,63,6455
R11,74,6455
L99,75,6456
L61,53,6457
R67,20,6458
L10,0,6459
L190,20,6461
R47,67,6461
L92,75,6462
L55,65,6463
R18,83,6463
R16,99,6463
L64,71,6464
R44,15,6465
R93,8,6466
L7,94,6467
L35,59,6467
R635,94,6473
R92,86,6474
L35,51,6474
L395,56,6478
R738,94,6485
R97,91,6486
L97,94,6487
L35,59,6487
R50,9,6488
L815,94,6497
L65,64,6498
R23,87,6498
R59,46,6499
L817,29,6507
L8,21,6507
L83,38,6508
L29,80,6509
R504,84,6514
L84,0,6515
L85,30,6516
R81,11,6517
R324,35,6520
L70,65,6521
R650,15,6528
L123,92,6530
R23,15,6531
R51,66,6531
L82,84,6532
L69,46,6533
L814,32,6541
R630,62,6547
L79,83,6548
L14,69,6548
L50,69,6549
R35,4,6550
R992,96,6559
L796,0,6567
L63,74,6568
L41,92,6569
L75,42,6570
L72,70,6571
R447,17,6576
R431,48,6580
L20,28,6580
R29,57,6580
L40,77,6581
L55,67,6582
R885,52,6591
L47,58,6592
R17,75,6592
R11,86,6592
R89,75,6593
R70,45,6594
L70,75,6595
R27,2,6596
L387,15,6600
L40,75,6601
R59,34,6602
R65,99,6602
L72,55,6603
L41,73,6604
L88,85,6605
L670,45,6612
L41,63,6613
R88,51,6614
L123,28,6615
L861,67,6624
L164,39,6626
R10,49,6626
R583,32,6632
L470,62,6637
L64,98,6638
L72,54,6639
R84,38,6640
R14,52,6640
R63,15,6641
R34,49,6641
R70,19,6642
L4,15,6642
L718,97,6650
L63,71,6651
R181,52,6653
R70,22,6654
R3,25,6654
L24,77,6655
L39,99,6656
L210,89,6658
L97,92,6659
L76,40,6660
R21,61,6660
R68,29,6661
L16,97,6662
L75,47,6663
R975,22,6673
L62,60,6674
L93,67,6675
L45,77,6676
L24,53,6676
R6,59,6676
L91,68,6677
L891,77,6686
L31,46,6686
L213,33,6688
L42,91,6689
R28,19,6690
R31,50,6690
L21,29,6690
R80,9,6691
L32,77,6692
R51,28,6693
R49,77,6693
R21,98,6693
L21,77,6693
L51,75,6694
R81,56,6695
R80,36,6696
R79,15,6697
R11,26,6697
L74,52,6698
R909,61,6707
R65,26,6708
R53,79,6708
R46,25,6709
R1,26,6709
R59,85,6709
L163,59,6711
L811,48,6719
R423,71,6723
R26,97,6723
R25,22,6724
L82,40,6725
R723,63,6732
R38,1,6733
R683,84,6739
R779,63,6747
L20,43,6747
R57,0,6748
L13,74,6748
R176,50,6750
L57,93,6751
L74,45,6752
R164,9,6754
L33,76,6755
R48,24,6756
L19,86,6757
R13,99,6757
L11,88,6757
L931,57,6766
R835,92,6774
L49,94,6775
L786,22,6783
L26,96,6784
L10,86,6784
L92,94,6785
L80,34,6786
L69,65,6787
R37,2,6788
R74,76,6788
L34,42,6788
L77,65,6789
L57,51,6790
R527,78,6795
L593,85,6801
R359,44,6805
L78,66,6806
L69,97,6807
L2,95,6807
R90,85,6808
L7,78,6808
L93,85,6809
R10,95,6809
R550,45,6815
R89,34,6816
R73,7,6817
R178,85,6818
R26,11,6819
R74,85,6819
R15,0,6820
L3,94,6820
L523,71,6825
L28,43,6825
L619,24,6831
R57,81,6831
R37,18,6832
L236,82,6835
L74,34,6836
L26,82,6837
R87,69,6838
R55,24,6839
R20,44,6839
R38,82,6839
L98,84,6840
L97,87,6841
R88,75,6842
R552,27,6848
L7,20,6848
R86,6,6849
L84,22,6850
R148,70,6851
R21,91,6851
L92,99,6852
R97,96,6853
L14,82,6853
R8,90,6853
L15,75,6853
R5,80,6853
R66,46,6854
R427,73,6858
L79,94,6859
L45,49,6859
R33,82,6859
R29,11,6860
L61,50,6861
L11,39,6861
L91,48,6862
L780,68,6870
L86,82,6871
L72,38,6872
L28,82,6873
R76,58,6874
R93,51,6875
L34,83,6876
R865,48,6885
L47,54,6886
L53,48,6887
R55,3,6888
L589,14,6894
R34,48,6894
R30,78,6894
R47,25,6895
R43,68,6895
R80,48,6896
R70,18,6897
R30,48,6897
R257,5,6900
R637,42,6906
R14,56,6906
R4,60,6906
L502,58,6911
L810,48,6919
L70,78,6920
R84,62,6921
L4,58,6921
R48,6,6922
R6,12,6922
L56,0,6924
R20,20,6924
L31,89,6925
L46,97,6926
R149,46,6928
L98,48,6929
L102,46,6930
R63,9,6931
L78,31,6932
R46,77,6932
L73,31,6933
L16,99,6934
L42,57,6934
R37,94,6934
L337,57,6937
R92,49,6938
R68,17,6939
L29,88,6940
R92,80,6941
L289,91,6944
L34,57,6944
R48,5,6945
L9,96,6946
L239,57,6948
L23,34,6948
R385,19,6952
L82,37,6953
R20,57,6953
R24,81,6953
R76,57,6954
L413,44,6958
R13,57,6958
R38,95,6958
L93,9,6959
R55,64,6959
L99,65,6960
L1,64,6960
R75,39,6961
R91,30,6962
L542,88,6968
L24,64,6968
L22,42,6968
L78,64,6969
L68,96,6970
R277,73,6973
L91,82,6974
R38,20,6975
R26,46,6975
L82,64,6976
L55,54,6977
L33,88,6978
L770,48,6986
L77,71,6987
L65,41,6988
L55,86,6989
R83,69,6990
L60,49,6991
R368,17,6995
L36,81,6996
L614,67,7002
R92,59,7003
L27,32,7003
L51,81,7004
R15,96,7004
L45,51,7004
R30,81,7004
L435,46,7008
L723,0,7016
R75,75,7016
R601,76,7022
L18,58,7022
R60,18,7023
R98,16,7024
R46,62,7024
L4,58,7024
L70,88,7025
R78,66,7026
R51,17,7027
R692,9,7034
L151,58,7036
R38,96,7036
R16,12,7037
R46,58,7037
R27,85,7037
R61,46,7038
L5,41,7038
R38,79,7038
R435,14,7043
R10,24,7043
L66,58,7044
R54,12,7045
R20,32,7045
R526,58,7050
R41,99,7050
R44,43,7051
L34,75,7052
R94,69,7053
L245,79,7056
R65,44,7057
L75,69,7058
R769,38,7066
L75,63,7067
R16,79,7067
L19,60,7067
L81,79,7068
R91,70,7069
R9,79,7069
R70,49,7070
L70,79,7071
R54,33,7072
L396,37,7076
R247,84,7078
L30,54,7078
L81,73,7079
R606,79,7085
R7,86,7085
L7,79,7085
R6,85,7085
R2,87,7085
L564,59,7091
L25,34,7091
R15,49,7091
L65,84,7092
L69,46,7093
L78,68,7094
L93,75,7095
R358,33,7099
R674,7,7106
L61,46,7107
L15,31,7107
L153,78,7109
L32,46,7109
L33,80,7110
L67,46,7111
L51,95,7112
L82,31,7113
R35,66,7113
R44,10,7114
R54,64,7114
L66,98,7115
L498,0,7120
R64,64,7120
L44,76,7121
L92,84,7122
R26,10,7123
R10,20,7123
L73,47,7124
R46,93,7124
L73,47,7125
L41,65,7126
L61,43,7127
L98,45,7128
R507,52,7133
L7,45,7133
L76,69,7134
R88,57,7135
L31,95,7136
R4,99,7136
R37,36,7137
L22,92,7138
L4,88,7138
R404,92,7142
R74,66,7143
R78,44,7144
R48,92,7144
R49,41,7145
L49,92,7146
L53,86,7147
L91,95,7148
R44,39,7149
R27,66,7149
R73,39,7150
L75,64,7151
R75,39,7152
R77,16,7153
R51,67,7153
R7,74,7153
R16,90,7153
L932,58,7162
R50,8,7163
L69,39,7164
R8,47,7164
R92,39,7165
L21,97,7166
L872,53,7175
R318,71,7178
L325,46,7181
L98,48,7182
L70,78,7183
R7,85,7183
R36,21,7184
R53,74,7184
R72,46,7185
L580,66,7191
L20,46,7191
L90,56,7192
R88,44,7193
R57,1,7194
L55,46,7195
R89,35,7196
R5,40,7196
L715,25,7203
R28,53,7203
L7,46,7203
R50,96,7203
L50,96,7204
R8,4,7205
R92,96,7205
L87,22,7206
L764,58,7214
R26,84,7214
L75,34,7215
R4,38,7215
L65,73,7216
R61,34,7217
L14,20,7217
L25,95,7218
L50,95,7219
R89,84,7220
R70,54,7221
R30,84,7221
L26,58,7221
L74,84,7222
L63,58,7223
R1,59,7223
R342,1,7227
L80,21,7228
L94,27,7229
R94,21,7230
L29,92,7231
L492,0,7236
L28,44,7236
R52,96,7236
L86,24,7237
L75,49,7238
L50,99,7239
R732,31,7247
L24,83,7248
L61,0,7250
R21,21,7250
L60,61,7251
L836,89,7260
R43,32,7261
L75,57,7262
R80,37,7263
R52,89,7263
R36,25,7264
R323,48,7267
L40,68,7268
R22,90,7268
L80,30,7269
R7,37,7269
R60,97,7269
R51,48,7270
L7,41,7270
R16,57,7270
L57,0,7271
R5,5,7271
R20,25,7271
R279,4,7274
R1,5,7274
L64,41,7275
L271,70,7278
R68,38,7279
L80,58,7280
R78,36,7281
L31,74,7282
L80,94,7283
R7,1,7284
L94,7,7285
L77,30,7286
R402,32,7290
L4,28,7290
L254,74,7293
R585,59,7299
R72,31,7300
L943,88,7310
R86,74,7311
R203,77,7313
R581,58,7319
L18,40,7319
R123,63,7320
L289,74,7323
L64,46,7324
L96,50,7325
R60,10,7326
L59,51,7327
R59,10,7328
R25,35,7328
R66,1,7329
L37,64,7330
L754,56,7338
R91,47,7339
R90,37,7340
R77,14,7341
R77,91,7341
L16,75,7341
L19,56,7341
R75,31,7342
R25,56,7342
L64,92,7343
R39,31,7344
R25,56,7344
L54,48,7345
L63,85,7346
L63,59,7347
L196,63,7349
L86,77,7350
R133,10,7352
R16,26,7352
R41,67,7352
R869,36,7361
R3,39,7361
L80,59,7362
R80,39,7363
R46,85,7363
R63,48,7364
L67,81,7365
R80,61,7366
L35,91,7367
R515,6,7373
R71,77,7373
L7,70,7373
R34,4,7374
L27,77,7375
L2,75,7375
R65,40,7376
R69,9,7377
L59,50,7378
R58,8,7379
L7,94,7380
R92,86,7381
L87,99,7382
R44,43,7383
L46,97,7384
R36,33,7385
R26,59,7385
L36,87,7386
L26,61,7386
R79,40,7387
L67,73,7388
L55,63,7389
R82,45,7390
R33,78,7390
L72,34,7391
L1,33,7391
L99,34,7392
R22,56,7392
L22,34,7392
L20,94,7393
L75,44,7394
R95,39,7395
L37,65,7396
R61,26,7397
R64,90,7397
L88,14,7398
L44,70,7399
R44,14,7400
R59,73,7400
R82,55,7401
R19,74,7401
R62,36,7402
L47,89,7403
R25,14,7404
L42,72,7405
R28,0,7406
L74,52,7407
L24,28,7407
R82,10,7408
L70,40,7409
L27,86,7410
R91,77,7411
L67,43,7412
L77,66,7413
R89,55,7414
R91,46,7415
R1,47,7415
R79,26,7416
L93,33,7417
L53,80,7418
R66,46,7419
L12,34,7419
R34,68,7419
L50,68,7420
L9,59,7420
L1,58,7420
L43,72,7421
L32,40,7421
L13,27,7421
R17,44,7421
R14,58,7421
R43,1,7422
R40,41,7422
L4,37,7422
R29,66,7422
L31,35,7422
L24,87,7423
L6,81,7423
L24,57,7423
R29,86,7423
L8,78,7423
L19,59,7423
R12,71,7423
L18,53,7423
R7,60,7423
R4,64,7423
L36,92,7424
R4,96,7424
R5,1,7425
L35,66,7426
R12,78,7426
L45,88,7427
R39,27,7428
R29,56,7428
L36,84,7429
R3,87,7429
L11,76,7429
R23,99,7429
L22,77,7429
L41,95,7430
R14,9,7431
R26,35,7431
L30,75,7432
L47,81,7433
R40,21,7434
L37,84,7435
R24,8,7436
R32,40,7436
R28,68,7436
L44,80,7437
L47,86,7438
R9,95,7438
